statecensus,child_0_2_parents_co,child_0_2_parents_co_nwa,child_0_2_parents_co_sib,child_0_2_parents_co_ptw,child_0_2_parent_essential_co,child_0_2_parent_essential_co_nwa,child_0_2_parent_essential_co_sib,child_0_2_parent_essential_co_ptw,child_0_2_parent_hospital_co,child_0_2_parent_hospital_co_nwa,child_0_2_parent_hospital_co_sib,child_0_2_parent_hospital_co_ptw,child_0_2_parent_hospitals_plus_co,child_0_2_parent_hospitals_plus_co_nwa,child_0_2_parent_hospitals_plus_co_sib,child_0_2_parent_hospitals_plus_co_ptw,child_0_2_parent_nursing_facilities_co,child_0_2_parent_nursing_facilities_co_nwa,child_0_2_parent_nursing_facilities_co_sib,child_0_2_parent_nursing_facilities_co_ptw,child_0_2_parent_all_co,child_0_2_parent_all_co_nwa,child_0_2_parent_all_co_sib,child_0_2_parent_all_co_ptw,child_3_5_parents_co,child_3_5_parents_co_nwa,child_3_5_parents_co_sib,child_3_5_parents_co_ptw,child_3_5_parent_essential_co,child_3_5_parent_essential_co_nwa,child_3_5_parent_essential_co_sib,child_3_5_parent_essential_co_ptw,child_3_5_parent_hospital_co,child_3_5_parent_hospital_co_nwa,child_3_5_parent_hospital_co_sib,child_3_5_parent_hospital_co_ptw,child_3_5_parent_hospitals_plus_co,child_3_5_parent_hospitals_plus_co_nwa,child_3_5_parent_hospitals_plus_co_sib,child_3_5_parent_hospitals_plus_co_ptw,child_3_5_parent_nursing_facilities_co,child_3_5_parent_nursing_facilities_co_nwa,child_3_5_parent_nursing_facilities_co_sib,child_3_5_parent_nursing_facilities_co_ptw,child_3_5_parent_all_co,child_3_5_parent_all_co_nwa,child_3_5_parent_all_co_sib,child_3_5_parent_all_co_ptw,child_6_11_parents_co,child_6_11_parents_co_nwa,child_6_11_parents_co_sib,child_6_11_parents_co_ptw,child_6_11_parent_essential_co,child_6_11_parent_essential_co_nwa,child_6_11_parent_essential_co_sib,child_6_11_parent_essential_co_ptw,child_6_11_parent_hospital_co,child_6_11_parent_hospital_co_nwa,child_6_11_parent_hospital_co_sib,child_6_11_parent_hospital_co_ptw,child_6_11_parent_hospitals_plus_co,child_6_11_parent_hospitals_plus_co_nwa,child_6_11_parent_hospitals_plus_co_sib,child_6_11_parent_hospitals_plus_co_ptw,child_6_11_parent_nursing_facilities_co,child_6_11_parent_nursing_facilities_co_nwa,child_6_11_parent_nursing_facilities_co_sib,child_6_11_parent_nursing_facilities_co_ptw,child_6_11_parent_all_co,child_6_11_parent_all_co_nwa,child_6_11_parent_all_co_sib,child_6_11_parent_all_co_ptw,child_12_17_parents_co,child_12_17_parents_co_nwa,child_12_17_parents_co_sib,child_12_17_parents_co_ptw,child_12_17_parent_essential_co,child_12_17_parent_essential_co_nwa,child_12_17_parent_essential_co_sib,child_12_17_parent_essential_co_ptw,child_12_17_parent_hospital_co,child_12_17_parent_hospital_co_nwa,child_12_17_parent_hospital_co_sib,child_12_17_parent_hospital_co_ptw,child_12_17_parent_hospitals_plus_co,child_12_17_parent_hospitals_plus_co_nwa,child_12_17_parent_hospitals_plus_co_sib,child_12_17_parent_hospitals_plus_co_ptw,child_12_17_parent_nursing_facilities_co,child_12_17_parent_nursing_facilities_co_nwa,child_12_17_parent_nursing_facilities_co_sib,child_12_17_parent_nursing_facilities_co_ptw,child_12_17_parent_all_co,child_12_17_parent_all_co_nwa,child_12_17_parent_all_co_sib,child_12_17_parent_all_co_ptw,child_any_parents_co,child_any_parents_co_nwa,child_any_parents_co_sib,child_any_parents_co_ptw,child_any_parent_essential_co,child_any_parent_essential_co_nwa,child_any_parent_essential_co_sib,child_any_parent_essential_co_ptw,child_any_parent_hospital_co,child_any_parent_hospital_co_nwa,child_any_parent_hospital_co_sib,child_any_parent_hospital_co_ptw,child_any_parent_hospitals_plus_co,child_any_parent_hospitals_plus_co_nwa,child_any_parent_hospitals_plus_co_sib,child_any_parent_hospitals_plus_co_ptw,child_any_parent_nursing_facilities_co,child_any_parent_nursing_facilities_co_nwa,child_any_parent_nursing_facilities_co_sib,child_any_parent_nursing_facilities_co_ptw,child_any_parent_all_co,child_any_parent_all_co_nwa,child_any_parent_all_co_sib,child_any_parent_all_co_ptw
Michigan,130512.91954247217,72426.02461101499,62904.51582816931,39494.36286968461,49503.536112948495,35709.54684657714,30040.88849867455,20584.1245077852,7760.78800300046,6218.336307347789,5690.280100970223,3395.3980310079482,10625.185326828823,8388.420863658455,7698.93357547298,4941.971354306596,3203.475900989862,2662.719633861928,2507.6217603900714,1731.216017245545,13828.661227818684,11051.140497520382,10206.555335863051,6673.187371552141,138592.14307494243,75755.897361831,67569.33540425237,44879.905314361204,48399.440119667124,34075.386057717624,30823.920395691912,20510.282790015674,8044.67896449463,6756.08398075135,6086.583687569138,3629.2352654466235,11345.393304994166,8839.721961557934,8143.581324613804,5157.537165006243,1519.5310887420944,1012.1937967568491,1012.1937967568491,1012.1937967568491,12864.924393736263,9851.915758314783,9155.775121370652,6169.730961763094,303974.2995312905,180796.71682346513,133431.57057985658,92701.5268839103,104430.19125111985,81362.1392548339,61551.7057325203,41200.6408122189,12575.455492155093,10450.287112478934,7837.078912008637,5214.700439333834,18464.898663560976,14645.56095878507,10910.225645106799,7482.92449119128,6563.468098786459,5303.924631422828,3574.7266643922444,2627.8375270435513,25028.366762347432,19949.485590207896,14484.952309499042,10110.762018234831,326072.6899828152,209470.0203486346,31764.53636968673,22061.844495691974,121872.67624186198,94764.0416084024,13872.001339912447,10376.68894443571,14504.268392205217,12062.537529814774,2491.0452000305604,2269.7946647108793,21057.791180629993,16567.591346837693,3227.102610408742,2891.4971514351323,7346.072379834545,6309.643172699808,490.62686161066506,490.62686161066506,28403.86356046454,22877.234519537502,3717.7294720194072,3382.1240130457977,899152.0521315202,538448.6591449457,295669.95818196505,199137.63956364806,324205.8437255975,245911.11376753106,136288.5159667992,92671.73705445549,42885.1908518554,35487.24493039285,22104.98790057856,14509.128400499285,61493.26847601395,48441.29513083915,29979.84315560232,20473.93016193925,18632.54746835296,15288.481234741412,7585.169083149831,5861.87420265661,80125.81594436691,63729.77636558056,37565.012238752155,26335.80436459586
Minnesota,91199.26465867876,56492.51984868426,53123.39587433678,37101.18049025983,42062.96234953906,32300.95831131073,30536.47497992422,22179.494607556248,5445.212388258187,4771.381681561917,4771.381681561917,3026.0273894075726,7822.485753040738,6844.178753288101,6682.926423595029,4628.827879149105,2156.3327591333646,1552.0076306913384,1552.0076306913384,583.5591229587388,9978.818512174104,8396.18638397944,8234.934054286368,5212.387002107843,93715.8300371924,62586.452428445904,58128.367732449886,39571.06484090354,43943.44942022624,34940.86137643825,32206.712056566044,21753.40736718549,6078.317635262768,5577.200743436659,5014.835695634425,3261.8932757709736,8221.740056346624,7387.64907661762,6528.949847248562,4223.598747771587,2281.6752999346713,1784.4242665904005,1784.4242665904005,899.1658984213932,10503.415356281293,9172.073343208021,8313.374113838963,5122.76464619298,177820.16480602988,123545.87683464958,93778.24480679107,69472.68856336812,81864.27726370165,66641.87997718452,49581.08555245918,36933.68986082161,10221.544331412999,8989.58073858658,6245.113788758516,4189.050023256413,17150.293082764147,14501.6659696987,10628.080932181805,7919.897665932458,4546.25142565685,3908.1228087821914,3580.376370951141,2288.324535593544,21696.544508420993,18409.78877848089,14208.457303132946,10208.222201526003,176218.25707453076,130884.90858114103,27449.972097187496,19267.283369975397,84439.733293763,71260.77911581927,14958.091035860605,10091.582687046448,8949.520420142135,7777.690929340798,2106.095773492276,1431.5341449120783,14677.750170990528,11892.768459491837,2857.9590122380837,1959.6714066258444,2959.863553893414,2280.138580535784,570.825747950351,440.14592885010535,17637.613724883944,14172.907040027621,3428.7847601884346,2399.817335475949,538953.5165764317,373509.7576929208,232479.98051076525,165412.2172645069,252310.42232722996,205144.47878075278,127282.36362481007,90958.1745226098,30694.594775076093,27115.854092925958,18137.426939447138,11908.504833347037,47872.269063142034,40626.26225909626,26697.91621526348,18731.995699478994,11944.123038618302,9524.693286599713,7487.63401618323,4211.195485823781,59816.39210176034,50150.95554569597,34185.550231446716,22943.191185302778
Mississippi,36372.42459058047,18907.857433798108,16186.712679205959,12570.249120315659,13556.778846865567,10513.64586301289,8743.89712196317,7230.670098318541,1513.3187426324416,1329.663757349732,1277.7528197370723,1089.7429000117788,2370.4766391413877,2156.3915869984003,2047.539314318473,1743.6513715075855,847.5428142427126,687.5869532291143,484.63272296593436,484.63272296593436,3218.0194533841,2843.9785402275143,2532.172037284408,2228.28409447352,42360.61322339743,22628.597654635632,18978.928620486906,14639.116223744419,15392.590265951558,12516.335868935901,9959.830835507637,8040.169368490536,1585.6985265368755,1493.250277202134,1481.7465871003337,1226.8617008005072,2438.1220738516104,2307.7875580453083,2267.5546559290424,1918.7209170168067,1579.2342412001178,1429.9309940848598,1236.461689366134,1055.6000096542602,4017.3563150517284,3737.718552130168,3504.0163452951765,2974.320926671067,99538.29991054226,56065.77418655041,37768.05116363638,30149.794946340746,37976.68276915922,29127.367365565293,19210.588838592692,15963.409885680878,4012.6568930169765,3427.11374361704,2522.3083888064,2296.9355991822767,5783.223712961348,5002.745211877813,3770.2967318077517,3431.0745943515094,3198.37909865343,2900.5641762276177,1796.1188550408733,1472.8271448006956,8981.602811614777,7903.30938810543,5566.415586848625,4903.901739152205,99356.80830392754,57753.26107998589,7015.090610536459,5642.484327331188,41693.49804140254,33063.75256039667,4002.813362769447,3344.5143732488673,3850.8904322867274,3229.6613252973375,496.7526701281017,466.06102122298387,5707.092702416611,4875.169223304216,751.0112350234643,700.2226491565369,2704.0202091584547,2369.5681500821847,300.12990176255704,300.12990176255704,8411.112911575066,7244.7373733864015,1051.1411367860212,1000.352550919094,277628.14602844766,155355.49035497004,79948.78307386569,63001.64461773202,108619.54992337889,85221.10165791074,41917.13015883295,34578.76372573882,10962.56459447302,9479.689103466242,5778.560465771908,5079.601221217547,16298.915128370956,14342.093580225737,8836.401937078732,7793.66953203244,8329.176363254715,7387.650273623776,3817.3431691354986,3313.189779183447,24628.091491625673,21729.743853849515,12653.745106214232,11106.859311215887
Missouri,73637.74273997464,44304.28271949806,40092.92992791974,28922.771800139406,30820.637407612856,24835.967761326527,22149.418741896556,18080.771769295086,3258.842460228658,2945.2826923939992,2507.6249878018307,1447.4941586129587,4773.0455257496515,4095.4201349758796,3488.0868423802367,2319.134951159849,2087.171942785199,2087.171942785199,2010.2422805626559,1726.015773627143,6860.21746853485,6182.592077761079,5498.329122942892,4045.1507247869918,92707.62835571589,59495.58968246503,51631.00009140205,39295.15635870499,42130.64567576875,35107.29457643034,30100.01952965201,24896.314039128254,5052.316508448269,4799.202363490759,3826.0919286541366,3113.3238030825382,6644.159035904608,6345.9837591195455,5132.446561302916,4288.295481700529,4567.419880215871,3931.2159800580393,3204.1277794410817,2816.177854254328,11211.578916120478,10277.199739177584,8336.574340743999,7104.473335954857,197831.34852356024,128573.19229122199,99181.27965587785,75828.65602955692,88579.57522011115,73424.92156946653,55785.718323375855,45841.249653305014,9206.832124605879,8400.461277484184,6690.890597867071,5388.0136743430985,13735.902415719465,12355.021305380438,9727.24458673227,8247.424632523942,7462.600860730989,7013.055852110571,5635.840756536125,5143.326797023061,21198.503276450458,19368.07715749101,15363.085343268394,13390.751429547003,185364.8297654186,121811.90630512948,21572.21241940084,16650.70939171802,81598.97437027453,67820.5520177256,12853.985848210199,10395.609325705691,7615.1162803010375,6941.176454587953,1337.847051321226,1183.5682220715662,10490.012175884736,9365.028866820805,1657.0478651178228,1395.514201689707,5960.649441204694,5136.965901484137,1505.2685649160917,1408.4834609192465,16450.661617089434,14501.994768304943,3162.316430033915,2803.9976626089533,549541.5493846693,354184.97099831456,212477.42209460048,160697.29358011932,243129.8326737673,201188.735924949,120889.14244313462,99213.94478743404,25133.107373583844,23086.122787956894,14362.454565644262,11132.399858110164,35643.11915325847,32161.454066296665,20004.825855533247,16250.369267074026,20077.842124936753,18168.409676437946,12355.479381455954,11094.003885823779,55720.96127819522,50329.86374273462,32360.3052369892,27344.373152897806
Montana,13380.821936881586,7128.106793013277,6939.730291761627,4209.532996312369,4971.8621401293885,3621.886224432798,3504.0538120705187,2242.723991604849,508.4672915384532,461.93910317430317,461.93910317430317,291.09918696123987,950.4229979679169,868.5541915080399,868.5541915080399,561.8318113240608,201.72874131365487,175.07596011075816,140.37137702791713,96.93357619991298,1152.1517392815717,1043.630151618798,1008.925568535957,658.7653875239738,16779.447352297557,9497.023278625182,8782.724000376873,5412.765913848652,6774.5471563494875,5134.850534990478,4828.4017246105705,3137.195358984386,681.4262449031655,576.5285241954765,576.5285241954765,358.9582229151155,1151.7445271188449,988.6409019131415,988.6409019131415,596.1567093635618,318.1841807014012,224.64423922819816,220.84948436001022,141.18603383642136,1469.9287078202462,1213.2851411413399,1209.4903862731517,737.3427431999831,31993.352842248583,18920.144043956494,14018.746504428653,8738.424285934834,13429.698036731681,10183.573945494722,7711.743274908158,5267.139840684397,1415.7658645681965,1189.3727929107574,969.3429810402877,705.2134955327446,2297.1765859639436,1949.0047150341388,1582.0230692600244,1195.560252071859,669.1434123932435,469.0423645552007,283.92697464711796,212.36866839473393,2966.3199983571867,2418.04707958934,1865.9500439071423,1407.9289204665931,29631.31421725356,19174.79691619418,3318.571498749242,2205.009687777725,13110.21432565361,10540.174097655921,1891.2107600437787,1289.7230445970015,1286.487754960826,1051.9066704890765,142.0914547629098,110.06778657815303,2093.0090049406776,1760.565514953999,220.96431409369268,158.60361731745076,674.236776554736,556.7672171411696,67.82948969104037,22.743641456136704,2767.245781495414,2317.332732095168,288.79380378473303,181.34725877358744,91784.93634868128,54720.07103178913,33059.77229531639,20565.73288387358,38286.321658864166,29480.48480257392,17935.409571633027,11936.782235870633,3892.1471559706406,3279.7470907696134,2149.9020631729773,1465.338691987253,6492.353115991383,5566.7653234093195,3660.182476774898,2512.1523900769325,1863.2931109630356,1425.5297810353263,712.9773257260857,473.231919887205,8355.646226954419,6992.295104444645,4373.1598025009835,2985.3843099641376
Nebraska,29457.423105802678,18715.47903206258,17027.607635794866,11699.703719525047,14254.491542241127,11460.301860083979,10414.340329822324,7618.2443831843675,2115.115012962401,2030.2819760143625,1992.3698427867926,1509.4740738946575,2649.7774874653705,2564.944450517332,2527.0323172897615,1962.5044442739952,340.253699341922,235.4424647423135,235.4424647423135,176.2963223665794,2990.0311868072927,2800.3869152596453,2762.4747820320754,2138.8007666405747,31369.37371014884,21195.185563126284,17900.12347925924,12377.554692866184,15181.549462710262,12629.609445544891,10290.030339562993,7224.035359466076,1066.353932265135,1025.4695338064698,934.1535967888461,561.6676807037732,1598.3941765448026,1557.5097780861374,1395.3867446672957,965.1513615162161,475.86657146269243,296.09325270481025,296.09325270481025,209.9205325808643,2074.260748007495,1853.603030790948,1691.4799973721058,1175.0718940970803,68502.57133976145,46263.775452844144,33213.00591053557,25461.98580839168,30663.278614755658,25378.74771618229,18248.58864565706,14308.592277123369,2429.93894237692,2375.0909739885597,1750.9904736698948,1208.3513086188225,3824.093123852664,3589.736565719059,2575.701415518852,1849.0520447594804,1550.790065472079,1112.0752556229486,770.2442376189134,636.6719223248186,5374.8831893247425,4701.811821342008,3345.945653137766,2485.723967084299,66687.68383604744,46207.66428981235,9220.456967535532,6711.665481146015,32352.87192770733,27278.676699216696,5231.957030313537,3589.2719519627444,1746.5160453527071,1644.4542880400702,426.32367563304973,319.4228077588145,3281.8526181622697,3011.825270952702,609.6015927145063,386.59059276866657,834.9178052956534,746.0558692611752,38.44385575037691,38.44385575037691,4116.770423457922,3757.8811402138767,648.0454484648833,425.03444851904345,196017.05199176044,132382.10433784535,77361.19399312523,56250.909701928926,92452.19154741438,76747.33572102785,44184.916345355916,32740.143971736554,7357.923932957163,7075.296771849462,5103.837588878583,3598.9158709760677,11354.117406025107,10724.01606527523,7107.722070190416,5163.298443318358,3201.828141572347,2389.6668423312476,1340.2238108164142,1061.3326330226394,14555.945547597454,13113.682907606477,8447.94588100683,6224.631076340997
Nevada,35867.416613046014,17785.42919872905,15014.070747022835,9559.617726248702,10260.451007823776,7710.1368990824985,7153.045743759277,4330.2189225289085,957.5404367926928,686.3415503767743,686.3415503767743,585.7800890458702,1684.3690543972687,1270.975920314805,1244.8386650473885,782.9846024031671,176.486256996586,121.77792082429923,78.03079928659338,78.03079928659338,1860.8553113938547,1392.7538411391045,1322.869464333982,861.0154016897606,38822.59998066489,20023.708889084948,16396.906926390024,12062.210181613169,11273.237238966058,8159.3913296319415,7184.797652933549,5352.7557478137605,901.3226300047974,686.6234783085058,652.4194626063947,559.0427354967511,1497.7845920268983,1015.5211569209532,981.3171412188422,755.4100926737875,109.12022910432292,54.411892932036125,54.411892932036125,54.411892932036125,1606.904821131221,1069.9330498529894,1035.7290341508783,809.8219856058237,94909.9850514992,52947.77893421206,38193.712772590414,29664.867704354136,28675.231805553845,21083.636162067713,16313.31833501118,13062.562508093608,2624.8915750324545,1905.2898885294528,1589.612878247939,1523.2265612811527,4251.8502762992175,3145.224996943895,2507.997786037576,2350.441488773539,738.6561855554571,100.03416644377046,60.892650778910394,27.718976627574506,4990.506461854674,3245.2591633876664,2568.8904368164863,2378.1604654011135,94896.22576177129,56030.718117250704,7481.595311583504,6144.25484726469,31530.07754153525,23403.973202637393,3636.1401487992534,2995.451190459085,3614.358695160332,2640.609294737285,476.19267197844607,393.9945239155829,4600.2631734282295,3406.6282615139066,643.3330805833128,561.1349325204495,603.5213540927132,232.42432955959617,53.99671440374366,53.99671440374366,5203.784527520944,3639.0525910735023,697.3297949870565,615.1316469241933,264496.2274069814,146787.63513927674,77086.28575758677,57430.95045948069,81738.99759387891,60357.13759341955,34287.30188050326,25740.988368895363,8098.113336990276,5918.864211952018,3404.5665632095543,3062.043909739357,12034.267096151614,8838.35033569356,5377.486672887119,4449.9711163709435,1627.7840257490793,508.64830975970193,247.33205740128352,214.15838324994766,13662.051121900693,9346.998645453263,5624.8187302884035,4664.129499620891
New Hampshire,15761.164789054495,8904.287033658564,8726.774014867517,6423.985582490995,6126.963417613886,4819.644233704286,4754.409283011479,3506.7726900831917,886.3815114833264,780.1616492101034,780.1616492101034,506.50508954417006,1224.0637109777585,1015.7034952276198,996.0963212179923,686.0326447579171,422.57908240186134,325.61101424432394,319.44797384791406,220.66495395537672,1646.64279337962,1341.3145094719437,1315.5442950659065,906.6975987132936,16778.020849171127,9857.758232740029,9163.610749409037,6539.460924017807,6852.794912197392,4874.626987560005,4568.058123415515,3289.1296964209296,1161.482370088983,892.9570146198687,849.6583931084314,656.3822600847467,1240.437674023191,933.1032769800864,889.804655468649,689.7507872099312,614.7294295270724,439.2365315785708,367.43907990681254,300.6324818512184,1855.1671035502632,1372.3398085586573,1257.2437353754617,990.3832690611496,35272.814311099726,23563.10583392945,18253.69678576551,13012.954668244494,14891.092890273567,12259.90099561452,9711.456006354554,6958.3989912251845,2164.647911216436,1761.0650896562365,1140.4756923599207,817.049952825629,2712.207185050094,2279.1219611160623,1623.952561887672,1146.8608087713894,492.99353262856783,418.4364926682429,291.9463568059012,237.73932970767487,3205.2007176786615,2697.558453784305,1915.8989186935733,1384.6001384790643,37575.863436615306,27025.586277988044,5717.349027637838,3716.4248431044193,14214.03480882255,12308.349453753275,2804.2541324400026,1920.3140034999285,2120.305537341304,1839.4172850956809,358.28795577860257,200.8583448838199,2452.318097067474,2136.9042696656456,475.04013846257817,273.51383679283646,311.6383235782073,311.6383235782073,112.42213760326207,99.04919770093173,2763.956420645681,2448.542593243853,587.4622760658402,372.5630344937682,105387.86338594065,69350.73737831609,41861.4305776799,29692.826017857715,42084.88602890739,34262.521670632086,21838.17754522155,15674.615381229234,6332.817330130049,5273.601038581889,3128.5836904570583,2180.7956473383656,7629.026667118516,6364.833002989415,3984.893677036892,2796.1580775320745,1841.940368135709,1494.922362069345,1091.25554816389,858.0859632152017,9470.967035254223,7859.75536505876,5076.149225200781,3654.244040747276
New Jersey,92461.47538718679,48271.72167931658,44830.431909243765,34888.987163103164,37146.60342443794,26788.772531681516,24566.61998218437,19490.342271082904,2474.4511567847685,2243.7603310574377,2208.9638656855395,1467.6459350281634,4076.3434277588103,3758.2315854858775,3575.3588300505544,2317.68045916569,2426.731253868576,1990.78921385564,1571.7261359267375,771.8532125889872,6503.074681627387,5749.020799341517,5147.084965977291,3089.5336717546766,113790.89938585742,54989.156292518725,46912.71426770781,37286.73936290427,44362.05137244902,29281.434906335206,24765.51764144259,20459.18776091957,2870.0792361274807,2119.0104112715576,2057.660471159081,1563.1604403193037,4663.677487411238,3360.56454049806,2897.026420511749,2111.828229537214,1376.3772033319326,1077.9795086449717,664.3806898091646,664.3806898091646,6040.05469074317,4438.544049143032,3561.407110320914,2776.208919346379,250341.7548119909,145000.41460195108,100669.01566599784,73950.68116266832,110230.08155410533,83646.86377510712,57491.915878258835,42866.472923100366,9435.926416826313,7947.187814300253,5010.964742636468,3355.4837738610304,13273.120989449219,11301.01614795427,7155.624398292755,5037.467519983259,4358.096104274523,3755.735732727016,2370.082677708096,1889.3587904107446,17631.21709372374,15056.751880681284,9525.70707600085,6926.826310394004,260381.57528541735,162022.89205116525,21858.694139027022,14127.693551358074,117804.6132690965,91879.60693969492,12721.390088829387,9105.430860488363,11345.960644885628,8951.237810244354,1555.4530978761404,625.7474689720326,15247.34420121537,11861.758838933336,1632.0740049100352,675.9893262994651,3074.935086841535,2537.4094186623465,297.35688335451977,169.7337956455616,18322.279288056907,14399.168257595682,1929.4308882645553,845.7231219450267,716975.7048704524,410284.1846249516,214270.85598197643,160254.10124003384,309543.3496200889,231596.67815281876,119545.4435907152,91921.43381559118,26126.41745462419,21261.196366873603,10833.042177357229,7012.0376181805295,37260.486105834636,30281.571112871545,15260.083653765094,10142.96553498563,11236.139648316568,9361.913873889976,4903.546386798517,3495.3264884544583,48496.62575415121,39643.48498676152,20163.63004056361,13638.292023440088
New Mexico,24232.635889768753,10421.045470012648,9166.966060632209,6217.731644675679,8518.022054719682,6109.19281465407,5325.737685863375,3906.1717450588985,849.6812480425001,631.526905899709,463.2546644237386,374.3398372886272,1273.0742769326805,896.0627178819564,727.7904764059858,508.79911966430745,195.26854735680917,186.51035497917624,186.51035497917624,81.49897097525513,1468.3428242894895,1082.5730728611327,914.3008313851622,590.2980906395625,31423.24255887484,14570.510839168008,12506.054323728122,9413.030877058765,11729.813102965978,8783.586836683151,7623.469911144494,6142.339519967116,647.1799735966489,479.75691869546915,405.62438634971994,352.4502629424612,1481.8060633437033,1100.9329214077263,1026.8003890619773,760.1858640729567,149.26908497787838,125.00870238083945,125.00870238083945,85.85635091428614,1631.0751483215818,1225.941623788566,1151.809091442817,846.0422149872429,62588.93447862975,30437.444750909548,20632.007087699287,15009.875670017273,22936.249673400886,17138.40194799442,11308.659531012054,8747.467364168686,1727.4485618403314,1336.7213901108933,1114.6799450403166,999.2841995962322,2859.911112079608,2168.3185764464656,1765.2113669410771,1398.8280746191274,651.9980287556103,401.3658567557422,306.4733039574849,180.7761090560819,3511.909140835218,2569.6844332022074,2071.684670898562,1579.6041836752092,63975.36063712856,33948.64004891843,5115.729415466381,4096.115187701551,26357.01768355698,19557.848933523008,2735.2124254443024,2207.162482433625,1867.3698018073512,1360.7705115791364,225.89404719190205,212.72437389741515,2728.923770996653,1973.8473172423064,281.2065376304599,249.55575616980704,578.4240091853624,495.40232651833884,32.80077616507722,0,3307.3477801820154,2469.2496437606446,314.0073137955371,249.55575616980704,182220.17356440186,89377.64110900863,47420.75688752599,34736.75337945326,69541.10251464351,51589.03053285465,26993.079553464228,21003.141111628327,5091.679585286832,3808.775726285208,2209.453043005677,1938.7986737247356,8343.715223352645,6139.1615329784545,3801.0087700394997,2917.368814526199,1574.9596702756603,1208.2872406340969,650.7931374825779,348.13143094562315,9918.674893628306,7347.448773612551,4451.801907522077,3265.500245471822
New York,244209.72148123928,109498.21722250468,98337.50998281958,66213.83533330183,87036.33492988479,59075.156296343856,53075.83798153804,38941.76576537425,12307.23262609442,9500.53153714903,7722.461928472734,6595.296532692986,17460.108979754394,13251.757908768323,11380.021509752765,8835.189262047927,4241.59323351785,2574.958532422202,2195.6093418194496,1209.3775805095554,21701.702213272245,15826.716441190527,13575.630851572212,10044.566842557482,271674.52532935963,131165.47894700387,113979.48831869753,79505.83733635486,96196.49706755456,67827.57089339026,57673.24293514021,41709.95502020354,10740.420936499777,7958.124203928135,7400.4740732766295,6058.356822355845,14866.055252483759,11146.758030611527,10247.88190340817,7958.1025588712555,4606.540116843878,3618.726715422228,2707.500008217397,1645.119586153045,19472.595369327635,14765.484746033755,12955.381911625565,9603.222145024298,535621.5555051866,279446.413116546,200742.9021767996,147472.35416389804,217779.26225644656,158555.40348619403,112611.96039765926,85581.87305635819,20104.368355720693,15821.10682951121,12939.95891205132,9775.834807243213,30655.145938538426,24353.172272268654,19698.65449235638,14398.896077058836,9093.916642685243,6658.158511996781,3922.958085573864,2231.755463005235,39749.06258122367,31011.330784265432,23621.612577930242,16630.65154006407,530300.5488510084,288426.2699868875,41230.29231586759,27463.995646939766,225738.73912398837,167154.45312716434,22103.551228530883,15396.17879146078,17931.841840888002,14575.420773398268,1764.8888968613328,1332.3232741539005,26457.562974847064,20996.94432498982,2388.1436447579476,1806.7149224649424,10382.900961529554,8656.532346204782,912.4608832978226,886.4813561157512,36840.46393637662,29653.4766711946,3300.604528055771,2693.1962785806936,1581806.3511667938,808536.3792729421,454290.1927941843,320656.0224804945,626750.8333778743,452612.5838030925,245464.5925428684,181629.77263339676,61083.86375920289,47855.183343986646,29827.783810662015,23761.811436445947,89438.87314562364,69748.63253663831,43714.70155027526,32998.90282044296,28324.95095457653,21508.376106045995,9738.528318908533,5972.733985783587,117763.82410020017,91257.00864268432,53453.22986918379,38971.63680622655
North Carolina,151761.69208029014,78208.42932721609,69637.61333449392,50061.84113709092,55828.45141096278,41959.58015526845,36649.6900964554,27615.27947025469,6972.618465464876,6059.305769901341,5365.7423531748445,3996.84820325762,9127.600440155566,7814.887226340653,7121.323809614158,5265.259257134048,1859.126977695033,1420.612983326221,1420.612983326221,965.1773167605838,10986.727417850598,9235.500209666874,8541.936792940378,6230.436573894632,165930.3958685968,83813.9825587661,72459.75244270572,51040.87939980989,59143.167032717,43288.284669854416,37586.963741273656,27438.838746953963,7475.9331000107,5782.978349223705,5269.883539681571,3679.70797200762,11024.565251425905,8764.466307617735,8028.349231952872,5437.695506548543,1932.7708499753203,1625.387760201964,1505.2357260818883,1275.6028929084212,12957.336101401224,10389.854067819699,9533.58495803476,6713.298399456965,323474.24653874163,187428.91306270528,143338.17711986226,109986.98426234719,122151.05623367202,96844.00623956394,74304.56198633066,58198.38683841159,11468.63705719352,10013.218339742092,7537.438305014403,5027.061595539058,18647.564332909133,14397.248988543966,10416.17128990578,7210.479563197963,3941.2232362927275,2749.70000332084,2107.72683676546,1562.7909113261771,22588.78756920186,17146.948991864803,12523.89812667124,8773.270474524139,315042.59915549494,176573.92520133834,26289.593560644174,18673.565311278137,119992.8169510283,90864.06448040836,14637.280465178625,10865.053919724605,12272.231980271268,9953.749426426195,1813.1270141502184,1188.6190514881048,20472.65654578053,15491.923124347164,2437.4667676831664,1510.121156276857,4496.351252449508,3046.6442397185547,334.61899799527384,303.1101961055082,24969.007798230035,18538.56736406572,2772.08576567844,1813.2313523823652,956208.9336431236,526025.2501500258,311725.13645770604,229763.27011052615,357115.49162838014,272955.9355450952,163178.49628923833,124117.55897534486,38189.42060294036,31809.251885293328,19986.19121202104,13892.236822292401,59272.386570271134,46468.52564684952,28003.311099155973,19423.55548315741,12229.472316412588,8842.34498656758,5368.194544168843,4106.68131710069,71501.85888668371,55310.87063341709,33371.50564332482,23530.236800258106
