statecensus,child_0_2_parents_co,child_0_2_parents_co_nwa,child_0_2_parents_co_sib,child_0_2_parents_co_ptw,child_0_2_parent_essential_co,child_0_2_parent_essential_co_nwa,child_0_2_parent_essential_co_sib,child_0_2_parent_essential_co_ptw,child_0_2_parent_hospital_co,child_0_2_parent_hospital_co_nwa,child_0_2_parent_hospital_co_sib,child_0_2_parent_hospital_co_ptw,child_0_2_parent_hospitals_plus_co,child_0_2_parent_hospitals_plus_co_nwa,child_0_2_parent_hospitals_plus_co_sib,child_0_2_parent_hospitals_plus_co_ptw,child_0_2_parent_nursing_facilities_co,child_0_2_parent_nursing_facilities_co_nwa,child_0_2_parent_nursing_facilities_co_sib,child_0_2_parent_nursing_facilities_co_ptw,child_0_2_parent_all_co,child_0_2_parent_all_co_nwa,child_0_2_parent_all_co_sib,child_0_2_parent_all_co_ptw,child_3_5_parents_co,child_3_5_parents_co_nwa,child_3_5_parents_co_sib,child_3_5_parents_co_ptw,child_3_5_parent_essential_co,child_3_5_parent_essential_co_nwa,child_3_5_parent_essential_co_sib,child_3_5_parent_essential_co_ptw,child_3_5_parent_hospital_co,child_3_5_parent_hospital_co_nwa,child_3_5_parent_hospital_co_sib,child_3_5_parent_hospital_co_ptw,child_3_5_parent_hospitals_plus_co,child_3_5_parent_hospitals_plus_co_nwa,child_3_5_parent_hospitals_plus_co_sib,child_3_5_parent_hospitals_plus_co_ptw,child_3_5_parent_nursing_facilities_co,child_3_5_parent_nursing_facilities_co_nwa,child_3_5_parent_nursing_facilities_co_sib,child_3_5_parent_nursing_facilities_co_ptw,child_3_5_parent_all_co,child_3_5_parent_all_co_nwa,child_3_5_parent_all_co_sib,child_3_5_parent_all_co_ptw,child_6_11_parents_co,child_6_11_parents_co_nwa,child_6_11_parents_co_sib,child_6_11_parents_co_ptw,child_6_11_parent_essential_co,child_6_11_parent_essential_co_nwa,child_6_11_parent_essential_co_sib,child_6_11_parent_essential_co_ptw,child_6_11_parent_hospital_co,child_6_11_parent_hospital_co_nwa,child_6_11_parent_hospital_co_sib,child_6_11_parent_hospital_co_ptw,child_6_11_parent_hospitals_plus_co,child_6_11_parent_hospitals_plus_co_nwa,child_6_11_parent_hospitals_plus_co_sib,child_6_11_parent_hospitals_plus_co_ptw,child_6_11_parent_nursing_facilities_co,child_6_11_parent_nursing_facilities_co_nwa,child_6_11_parent_nursing_facilities_co_sib,child_6_11_parent_nursing_facilities_co_ptw,child_6_11_parent_all_co,child_6_11_parent_all_co_nwa,child_6_11_parent_all_co_sib,child_6_11_parent_all_co_ptw,child_12_17_parents_co,child_12_17_parents_co_nwa,child_12_17_parents_co_sib,child_12_17_parents_co_ptw,child_12_17_parent_essential_co,child_12_17_parent_essential_co_nwa,child_12_17_parent_essential_co_sib,child_12_17_parent_essential_co_ptw,child_12_17_parent_hospital_co,child_12_17_parent_hospital_co_nwa,child_12_17_parent_hospital_co_sib,child_12_17_parent_hospital_co_ptw,child_12_17_parent_hospitals_plus_co,child_12_17_parent_hospitals_plus_co_nwa,child_12_17_parent_hospitals_plus_co_sib,child_12_17_parent_hospitals_plus_co_ptw,child_12_17_parent_nursing_facilities_co,child_12_17_parent_nursing_facilities_co_nwa,child_12_17_parent_nursing_facilities_co_sib,child_12_17_parent_nursing_facilities_co_ptw,child_12_17_parent_all_co,child_12_17_parent_all_co_nwa,child_12_17_parent_all_co_sib,child_12_17_parent_all_co_ptw,child_any_parents_co,child_any_parents_co_nwa,child_any_parents_co_sib,child_any_parents_co_ptw,child_any_parent_essential_co,child_any_parent_essential_co_nwa,child_any_parent_essential_co_sib,child_any_parent_essential_co_ptw,child_any_parent_hospital_co,child_any_parent_hospital_co_nwa,child_any_parent_hospital_co_sib,child_any_parent_hospital_co_ptw,child_any_parent_hospitals_plus_co,child_any_parent_hospitals_plus_co_nwa,child_any_parent_hospitals_plus_co_sib,child_any_parent_hospitals_plus_co_ptw,child_any_parent_nursing_facilities_co,child_any_parent_nursing_facilities_co_nwa,child_any_parent_nursing_facilities_co_sib,child_any_parent_nursing_facilities_co_ptw,child_any_parent_all_co,child_any_parent_all_co_nwa,child_any_parent_all_co_sib,child_any_parent_all_co_ptw
Georgia,132558.1413273803,59438.142298565464,52775.814212712416,40525.9514627601,41676.447201944684,27013.15145787391,23869.78004507337,19605.390528375036,3096.941340328072,2350.000095166881,2110.315179165293,1741.8595651093576,5412.469068388592,4469.820283516203,4230.135367514614,3435.6903442079747,1175.9294926969867,787.8621330010587,525.8440368376889,525.8440368376889,6588.398561085578,5257.682416517262,4755.979404352303,3961.534381045664,155548.33435670487,76391.86678875476,65694.67940908101,52351.14622505379,55363.21987397939,40468.4082137909,34400.73445460332,28683.606611661435,4775.369970122975,3969.111033423579,3627.234539643336,3063.2704613536216,8523.31259266333,7584.6177025360075,7242.741208755764,6624.993722076619,1731.171761804242,1356.87738500747,1135.2519671489856,792.0519200116738,10254.484354467571,8941.495087543477,8377.99317590475,7417.045642088293,325369.76637856074,181813.28990746522,126266.06129266207,91450.97043418778,125817.49337732058,95506.97139875033,65432.32361962252,50531.53144156096,8700.452660375104,7347.678006726917,4070.23209835011,3560.7929528479576,15251.035608921024,13512.951424556026,8295.96039569031,7119.493819684884,4988.020606671421,4496.87428541553,3656.0193311956477,2318.3224534672877,20239.056215592445,18009.82570997156,11951.97972688596,9437.816273152172,337647.708478002,195940.25456090944,21684.850175782325,16749.796056998737,133468.35926810498,102731.50075734765,11297.468322263227,9153.892430188498,11421.544856100183,9086.047846796851,919.7220328475497,565.0555162252563,17359.8179460864,14483.702948803766,1992.8068393264825,1378.1824390451916,3354.3359406858676,2895.2752061367914,482.4654170237137,482.4654170237137,20714.15388677227,17378.97815494056,2475.272256350196,1860.6478560689054,951123.9505406478,513583.5535556949,266421.4050902378,201077.86417900037,356325.51972134964,265720.0318277628,135000.30644156242,107974.42101178592,27994.30882692633,22752.83698211423,10727.50385000629,8930.978495536194,46546.635216059345,40051.092359412,21761.64381128717,18558.360325014666,11249.457801858516,9536.88900956085,5799.580752206036,4118.683827340365,57796.09301791786,49587.981368972854,27561.224563493208,22677.044152355033
Hawaii,17197.52835505294,6934.564877161052,5950.724555564987,3779.9423256643654,4854.093354918923,3358.693244203134,3023.665928745094,1905.7355464705408,508.53355564334385,489.4435816080475,448.10501343266594,326.23580480018927,786.2710696835834,632.9511469419253,552.9099822520674,398.4955590732312,233.63160680054418,210.30179754361973,210.30179754361973,93.7341010200985,1019.9026764841276,843.252944485545,763.2117797956872,492.22966009332976,20180.543780985776,9687.619129040324,8720.884788020383,6334.218731522549,6373.104237495823,4516.182515986566,4070.9384647146107,3158.617252245963,377.78890112297415,261.07221433726994,230.67304680726994,142.59686326127823,663.9961226217654,500.02258204112036,469.6234145111204,264.60875293599133,190.81231305052677,122.71371819531169,79.92428202626283,43.39098485538781,854.8084356722921,622.736300236432,549.5476965373832,307.9997377913792,43690.56582203299,21798.407707510887,16069.625829528706,11564.633306782702,15450.973639483214,10946.229541367611,8160.5651172470325,6242.030337100782,1008.3970412473242,780.2381369381359,498.2770896451853,356.6021286693481,1455.1661258237937,1031.335405358091,687.7337192157457,466.65945029247314,266.8934587964831,246.01200094324673,220.9343197579886,133.10823246793018,1722.0595846202768,1277.3474063013377,908.6680389737343,599.7676827604033,41227.78987957486,21124.148138768378,3038.5897429658803,2146.3836711232234,16109.026306374124,11170.10600733285,1586.1047154524044,1128.5648528416841,1162.415647955103,803.766423169401,76.56995785050644,59.01275421999796,1587.9882384251277,1104.4442947217879,142.92795693375865,90.30942457729809,341.71195048242976,232.2788546985563,71.70681545967382,67.64605895536856,1929.7001889075577,1336.7231494203443,214.63477239343248,157.95548353266665,122296.42783764658,59544.73985248064,33779.82491607995,23825.17803509284,42787.197538272085,29991.21130889016,16841.27422615914,12434.947988658969,3057.135145968745,2334.5203560528544,1253.6251077356274,884.4475509508135,4493.42155655427,3268.7534290629246,1853.1950729126922,1220.073186878994,1033.0493291299838,811.3063713807344,582.867214787545,337.8793772987851,5526.470885684254,4080.059800443659,2436.0622877002374,1557.9525641777789
Idaho,27862.966742450484,12909.266772438034,11721.910037145297,6243.445660125361,9530.518036002357,5731.943798702736,5151.10667256908,2678.26719688927,973.378486989333,683.9343138821094,683.9343138821094,344.7202417375064,1422.6449511510643,1015.9187367236598,1015.9187367236598,453.5689451188354,409.6647100876548,297.43161418642023,273.344034068782,146.8602235151793,1832.3096612387192,1313.3503509100801,1289.2627707924416,600.4291686340148,30405.335165355526,14999.02863352028,12725.339917936612,7060.287524532059,11270.050793294784,7595.9740321702975,6310.635743397064,3849.170977992441,924.2184609794894,701.0298439831179,646.5010112722738,350.193125227777,1927.3575440878117,1530.0489573950579,1412.1080856564538,730.2818572849948,281.961788986281,247.34504829672116,204.98956627671612,146.8094746372565,2209.319333074093,1777.3940056917788,1617.09765193317,877.0913319222514,61027.06100575355,34492.65531654037,22777.15562061973,14821.42123948179,25305.731908527123,18838.753330443218,11646.358449175126,7776.340304981609,1679.1275116531706,1471.849438538754,925.595103329338,524.2860416197093,3380.8915270804505,2503.6145948488693,1504.2187157045105,891.7768566474198,807.3559542281479,635.530561670845,416.1758266813815,295.996222806619,4188.247481308597,3139.145156519715,1920.3945423858918,1187.7730794540387,61216.075937639274,38208.00784323904,5746.8956009868125,3977.9202787573117,28356.188472879625,22524.603738735237,2808.829354628368,2026.0319686537284,2587.4917950305003,2337.8976791573714,352.7773014348128,238.09744048482253,4191.358553400715,3723.4204624196473,445.08291477593656,290.012280434083,794.4336758813473,665.592857238568,31.999534191690763,14.105501234204986,4985.792229282063,4389.013319658216,477.08244896762733,304.11778166828793,180511.43885119885,100608.95856573772,52971.30117668845,32103.07470289652,74462.48921070389,54691.274900051474,25916.93021976964,16329.810448517048,6164.216254652494,5194.711275561353,2608.8077299185343,1457.296849069815,10922.252575720042,8773.002751387234,4377.328452860561,2365.639939485333,2293.416129183431,1845.9000813925545,926.5089612185703,603.7714221932598,13215.668704903474,10618.902832779788,5303.83741407913,2969.4113616785926
Illinois,148442.30734778612,85065.42285595337,75640.7298632583,53048.187393540386,55652.26736986516,41081.40227881687,35812.82153392795,26299.388138327453,6744.878087761682,5007.65349700685,4725.515400597739,3889.964627617475,8826.412735686896,6868.059623796319,6308.4938344181155,4603.52677933906,1928.6877388983905,1675.1107483428518,1525.5478586866793,1108.0371175474636,10755.100474585286,8543.17037213917,7834.041693104793,5711.563896886524,160140.6439736596,90307.47066264079,77868.25350406497,52856.88852242513,61237.00078535679,46995.08300201892,39708.458232330224,29045.902019361747,5550.256262773956,4622.296082021604,4152.125391952047,2957.079202539998,7533.481630930445,6366.020363109789,5629.1410825130215,3918.7866060001406,3280.11986648105,2349.4269480257967,2178.9238008067396,1627.8549145773507,10813.601497411495,8715.447311135586,7808.064883319762,5546.641520577491,392659.1386031495,228683.6700687226,163354.5299862019,115739.65526036591,154511.2720250198,120129.12555643066,82366.75152109098,59517.7532392928,14518.55872792223,12346.63865035546,8953.460813172607,6082.09472544132,21740.048794574785,18124.766847279327,12768.236881940902,8686.451181228274,8504.358647759045,7124.390134752363,4977.158314781459,3823.633520146309,30244.40744233383,25249.15698203169,17745.395196722362,12510.084701374582,405260.00911020045,242688.68220657166,36123.33242170202,24361.4637947423,171646.41303140743,132534.4907896554,17881.29329175955,12259.60737273958,18450.05746287593,14911.59823559982,1678.152277434184,1297.4580798741133,26572.938368773182,21430.678409117612,2550.063729322597,1929.8895531898731,8044.7877174914165,6147.435878252877,1442.2611847597025,1100.9164698130398,34617.7260862646,27578.114287370492,3992.324914082299,3030.8060230029128,1106502.0990347955,646745.2457938883,352986.8457752271,246006.19497107368,443046.95321164915,340740.10162692185,175769.3245791087,127122.65076972157,45263.7505413338,36888.18646498373,19509.253883156576,14226.596635472906,64672.8815299653,52789.52524330305,27255.935528194637,19138.65411975735,21757.9539706299,17296.36370937389,10123.89115903458,7660.442022084162,86430.8355005952,70085.88895267695,37379.82668722922,26799.096141841514
Indiana,95819.58772060208,53234.83398439155,49526.65808718497,33926.87584166054,33994.02588636344,26368.458077936088,24655.832565405195,17655.37588605438,4081.4513627351557,3562.8813754409543,3379.6248274935874,2656.7264846779303,5961.937109314716,5336.4980641022075,5021.306998097995,3708.041564638735,1299.6716813165156,848.0491912863844,824.904121588395,465.9151554042883,7261.6087906312305,6184.547255388591,5846.211119686391,4173.956720043024,105432.53314743494,56385.27365579621,47764.31362238676,33111.30469099441,36518.95711596281,28436.621560552776,23899.24259470394,19094.11022329947,3837.394371291542,3401.609930653611,2792.8381093636463,2216.734541660054,5367.518329005773,4623.843811785582,3961.765340487456,3007.827663763075,1179.4250853190056,726.8714379255953,521.5514617500764,416.8466545123102,6546.943414324779,5350.7152497111765,4483.316802237532,3424.6743182753858,214514.64578040887,129163.01834875862,97787.95549359403,65222.85141894004,78353.61425695439,63629.62833714397,48634.26799736572,36108.927152478616,6860.757720530957,5656.965632187562,4325.709132654866,3518.7033292738174,9760.065647646827,8317.824483780409,6146.372456536013,4814.7106827356365,3600.943273606063,3196.2096368130256,2769.5757354757006,2158.02927885406,13361.008921252891,11514.034120593435,8915.948192011714,6972.739961589697,209115.41123280147,134182.45602948318,21364.659073483675,14333.177831912839,83928.20198100142,69267.58344899316,8857.581595872789,6555.908798975605,8970.800765012464,7479.746802649718,777.7867037262603,643.8572003472628,13182.529011086162,11310.053148646783,822.1299954669998,668.530869430606,4138.250114097382,2793.1143724315675,429.71442403039987,404.52563284026627,17320.779125183544,14103.16752107835,1251.8444194973997,1073.0565022708724,624882.1778812472,372965.5820184296,216443.58627664944,146594.20978350783,232794.79924028207,187702.291424626,106046.92475334766,79414.32206080807,23750.40421957012,20101.203740931847,11275.95877323836,9036.021555959063,34272.05009705348,29588.21950831498,15951.574790588464,12199.110780568053,10218.290154338965,7564.244638456573,4545.745742844572,3445.316721610925,44490.340251392445,37152.464146771556,20497.320533433034,15644.42750217898
Iowa,47908.2861618659,32777.63483602346,30005.104090546534,21922.80317108882,21447.378360057257,18218.52341388472,16534.730545801423,12614.235097674476,2962.8176838376958,2600.765583727359,2484.4513733683334,2225.0887146958153,3690.5306050242725,3105.9231902490583,2928.597138510255,2600.7023901685016,800.729805986394,675.2704444633436,489.81791391015025,296.94414388715774,4491.260411010666,3781.1936347124015,3418.415052420405,2897.6465340556592,54643.42544856987,37030.44300282344,32430.682661273477,23450.957841304586,24777.57077265429,20320.760176285214,17738.066015713895,13141.83078408896,2354.3026694389814,2067.47875165579,1745.2664216056764,1492.2160389458352,3357.4850893185594,2806.3785319861645,2296.182366165464,1935.2766785899203,1475.6404117362842,1348.9140248283243,986.4927126740715,889.4956332060468,4833.125501054844,4155.292556814489,3282.675078839536,2824.772311795967,97747.15667785775,66776.74780146162,46169.39569249554,33578.37767554059,44466.31670064643,35775.56865505849,24530.31267945395,18954.1071838896,4358.937430669778,3385.909267482063,2237.2600567009213,1906.6553419286147,6062.280536939656,4746.210345907117,2992.952936447955,2567.9887452720805,1765.211443362841,1466.0535653007437,986.9584196638308,806.6627042516665,7827.491980302497,6212.2639112078605,3979.911356111786,3374.651449523747,107086.05474825687,79814.03940197304,14912.70072975351,10916.10379723367,52583.50051125115,44187.13693416086,7803.684006503845,5693.988182295899,4620.590682091934,3957.687616742667,915.4153157114022,606.3402038392709,7057.916383243183,6252.539541134589,1045.0274149738884,664.9305379655092,3425.2206984925247,2808.468787897057,481.2232182543837,357.4698704484341,10483.137081735707,9061.008329031647,1526.2506332282721,1022.4004084139434,307384.92303655035,216398.8650422816,123517.88317406907,89868.24248516768,143274.76634460912,118501.98917938929,66606.7932474731,50404.16124794893,14296.64846603839,12011.841219607879,7382.3931673863335,6230.300299409536,20168.212614525673,16911.05160927693,9262.759856097564,7768.898351996011,7466.802359578043,6298.706822489469,2944.4922645024362,2350.5723517933047,27635.014974103713,23209.758431766397,12207.252120599998,10119.470703789315
Kansas,43011.14672236129,24799.591022585784,22101.400934877765,15469.365030107343,16194.378829513897,13318.444134501247,11851.861767597959,8655.508296980719,1649.1667693476272,1517.3614064852338,1258.7673874571467,918.9592623945922,2547.2744821496476,2212.6332397899773,1939.8774393229296,1301.9007239774405,778.8925427398946,388.35392200431545,279.1299612153197,279.1299612153197,3326.1670248895425,2600.9871617942927,2219.0074005382494,1581.0306851927603,47711.83571733819,29286.797237297258,25725.1613145839,18754.002398625078,20687.515804290128,16108.003457373978,14332.503848265274,11088.546466880782,2187.8891983286,2043.5999590151134,1878.8575398714695,1585.027428414234,3223.6726906284925,2783.7521561068825,2555.7442418967744,2064.0342731272817,1086.1547332826287,667.9137363354916,572.6255126697483,447.8080320223089,4309.827423911121,3451.665892442374,3128.369754566523,2511.8423051495906,102584.34097338867,66208.27757901823,50578.63933244466,37529.89816533358,43367.19892484365,35954.0287711839,28959.375812379596,21424.685853610055,2668.7015048024396,2224.4948025547974,1661.5122588551799,1341.703046568872,5114.547810307054,4220.066175060197,3404.8000502006353,2438.274193383919,2134.6663154226007,1743.5615083619768,1585.1954975709054,1224.6937971596485,7249.214125729654,5963.627683422173,4989.99554777154,3662.967990543567,89898.909623602,56445.03962131315,12384.049088377951,9032.318166929697,37284.941381627505,29483.01446593005,7141.162897935406,5190.731665294925,3140.5761878367707,2582.700425547082,410.50570022714857,357.17544072055455,5388.096815591236,4619.302186213544,1230.672420577411,724.341772960589,1725.4354758222692,1538.6574105772206,808.3605102713154,762.3481293965131,7113.532291413505,6157.959596790764,2039.0329308487264,1486.689902357102,283206.23303669016,176739.70546021446,110789.25067028428,80785.58376099571,117534.03494027517,94863.49082898918,62284.90432617824,46359.472282766474,9646.333660315437,8368.156593602227,5209.642886410945,4202.865178098253,16273.59179867643,13835.753757170598,9131.09415199775,6528.55096344923,5725.149067267394,4338.486577279004,3245.3114817272894,2713.97991979379,21998.740865943826,18174.240334449605,12376.40563372504,9242.53088324302
Kentucky,58152.038032038494,29696.016077876207,28146.13462615147,20180.64962754221,19899.431756966373,15101.563867100534,14086.318878323627,10183.690478227081,2519.5171458187515,2103.8069633808386,2061.5175773378437,1730.682128366839,3720.794358819571,3188.9552614493455,3146.6658754063506,2615.6366291223344,738.2952495863609,582.9237926349606,582.9237926349606,489.79966921954866,4459.089608405932,3771.8790540843065,3729.589668041311,3105.4362983418832,67728.24646471745,35469.18647560793,31524.57674801233,21947.352964514943,26711.75568831506,18698.96252875184,16586.09507423712,11807.90066270778,2670.588236684811,2192.6973355514756,1658.5890668542772,1299.3741287540277,4579.41380467147,3817.855364690948,3146.728019171503,2470.476226748054,1581.76805224693,1014.6970946044017,861.4289367479075,743.6737723091024,6161.181856918401,4832.55245929535,4008.1569559194104,3214.149999057157,137800.3850987771,77177.22628274433,58418.77201711566,39278.81268281128,52678.38108353014,39544.80658102391,29651.866391423464,20605.52728112587,7475.914332434345,5880.930758661176,3968.128708873774,3198.4644360217317,9782.38490456765,7680.696689544636,5631.737478962339,4502.755749420323,1687.2191035300827,1419.9967608567574,654.0325345874577,465.0185020652278,11469.604008097733,9100.693450401393,6285.770013549796,4967.774251485551,126840.06766053195,70595.77361695212,12371.478372669784,8945.79515115952,46597.17609083382,36592.168856954224,6322.315495567609,4119.878105641478,4967.141003051511,4458.487987320027,604.9475426832515,192.98240959379223,7163.517637079027,5640.241458766499,976.4606008639782,564.4954677745188,2743.421977129462,1743.8004188849818,101.14349752979905,101.14349752979905,9906.93961420849,7384.041877651481,1077.6040983937773,665.6389653043179,390520.737256065,212938.2024531806,130460.96176394924,90352.61042602795,145886.74461964535,109937.50183383052,66646.59583955182,46716.996527702206,17633.16071798942,14635.923044913518,8293.182895749145,6421.50310273639,25246.11070513772,20327.748774451426,12901.591974404171,10153.364073065231,6750.704382492836,4761.418066981102,2199.5287615001253,1799.635441123678,31996.81508763055,25089.16684143253,15101.120735904296,11952.99951418891
Louisiana,66304.33325738885,32430.919908215346,29130.564059797332,22202.889978642273,19208.735202160766,14696.662373522884,13032.649568003659,10539.12798587082,2330.929719694068,1881.2250080890367,1814.5789665284944,1486.440980583015,3488.2495724711443,2952.446810436656,2855.126660776929,2362.1448198738112,1288.4533991522467,866.44224307833,739.7372188689421,603.1986515299183,4776.702971623391,3818.8890535149862,3594.8638796458717,2965.34347140373,73194.83276463157,37438.28604571414,32528.69532404299,23254.70674174156,23846.902145862266,18101.30681935878,15156.428373963061,11563.375639443902,3388.101837655017,2956.141067467447,2584.0879752937503,2081.0297164595395,4784.215941343159,4156.324509657825,3703.6435291257044,2928.7940782004803,1717.1536500638115,1436.1569746416467,1026.5999066196616,715.7099467852418,6501.36959140697,5592.481484299471,4730.243435745366,3644.504024985722,150000.7776211485,84429.08322752493,62046.55266266222,46745.96593332087,53406.07371192284,41566.98889743641,29124.24757415212,23737.38632150778,6064.061538909336,4924.880688651975,3843.8637599932545,3265.496099390016,9633.457198022807,8074.764571113687,5985.4804200647795,5086.9940462710565,3899.228672544147,2722.2165625920616,1604.0101666258693,1327.44941180068,13532.685870566951,10796.981133705749,7589.49058669065,6414.443458071738,146444.2517836786,83168.82372845476,12227.386507443918,9566.229832192432,56175.561373326644,43790.60636124744,6538.9472635778075,5589.602182524283,5828.70539697386,5072.064755425332,1050.4888263507257,985.0152032490399,8722.041344538795,7315.9662559829585,1518.9576713092977,1423.9196315834063,4307.355508862059,3229.5709062839505,292.28883169013784,231.57069926033955,13029.396853400855,10545.53716226691,1811.2465029994355,1655.4903308437456,435944.19542684755,237467.1129099092,135933.19855394648,101769.79248589715,152637.2724332725,118155.5644515655,63852.27277969665,51429.49212934679,17611.79849323228,14834.311519633791,9293.019528166225,7817.981999681612,26627.964056375906,22499.502147191124,14063.208281276711,11801.852575928755,11212.191230622264,8254.386686595988,3662.636123804611,2877.9287093761795,37840.15528699817,30753.888833787114,17725.844405081323,14679.781285304934
Maine,13513.253327527982,8086.954821472081,7643.602748637704,4990.916811331923,6038.046498131322,5112.951537438594,4837.97671119278,3456.2588098890797,1038.4671921679446,926.6547216556755,899.188772662013,676.576919567261,1391.5924008677541,1279.7799303554848,1252.3139813618222,953.2786572626468,274.2429149011527,196.79567622653582,118.5854322025921,0,1665.8353157689066,1476.5756065820208,1370.8994135644143,953.2786572626468,15906.338422851659,9534.135817371709,8915.159110752076,5911.309572259888,7222.199506780847,5700.218496368924,5489.301762654795,3836.677650180243,630.9858325707489,585.3464952857767,585.3464952857767,401.3035336005542,993.5879610319056,939.8406534793402,931.6683545885843,554.268046068872,59.09053226918231,25.48773141096752,15.477180996032512,15.477180996032512,1052.6784933010879,965.3283848903076,947.1455355846167,569.7452270649046,34606.55094137056,20394.605952452624,15485.80259536696,10914.074739871376,14353.708403661161,11029.953552916677,8429.000227461718,5882.328087980316,2209.908862628056,1760.5483281014988,1292.586517413769,987.0068195780606,3527.4466105586375,2796.5000375749532,2169.150373449972,1575.2216119050108,553.7124397337211,496.9124350545669,341.3095979394526,73.01779622990789,4081.1590502923586,3293.4124726295204,2510.4599713894245,1648.239408134919,35415.252270989375,20934.840287892377,4276.121913006552,2975.796363859635,15121.733461853342,11601.572096224396,1979.9472469371394,1420.6056146592937,2262.8408279895602,1534.8123130731185,263.79038283419715,225.4762140128607,2907.43958249922,2102.8808981203597,341.5727430104762,290.5232918544108,770.2884455982788,642.8753351324816,113.13292275459949,53.642127072135445,3677.7280280974983,2745.756233252841,454.7056657650757,344.16541892654624,99441.39496273956,58950.53687918879,36320.686367763294,24792.097487322826,42735.68787042667,33444.69568294859,20736.225948246432,14595.87016270893,6142.2027153563095,4807.361858116069,3040.9121681957554,2290.3634867587366,8820.066554957517,7119.0015195301385,4694.705452410854,3373.2916070909405,1657.334332502335,1362.0711778245518,588.5051338926768,142.13710429807585,10477.400887459853,8481.07269735469,5283.210586303531,3515.428711389017
Maryland,71680.85930146275,42312.80189833164,38667.97212356584,30119.79291375834,30025.120186153086,24748.56958282176,22997.347592233415,18538.10747639218,1943.3173148479268,1719.6644589641044,1438.121921383916,1024.1703702542663,3108.3301669097254,2661.95145435696,2347.6267947620627,1508.432896542189,1755.9894633883846,1527.3199973406165,1373.5779505389792,1174.1160750283439,4864.3196302981105,4189.271451697576,3721.204745301042,2682.5489715705326,89277.76297006485,54434.18157922494,48602.107008924366,34960.218883762704,37253.89013534082,30051.913676716707,27255.330416645218,20172.392001740867,3359.7509954251113,2802.3787930315425,2493.763813382598,1956.5278279330864,5473.99703018473,4792.717581032462,3789.0457923761155,2786.055615063816,2247.992493533962,1970.3250397491838,1767.293779565667,1374.1002530738258,7721.989523718691,6763.042620781645,5556.339571941782,4160.155868137642,186784.90348862277,119478.3200080536,90518.2448721784,71594.35948251346,81128.62435854688,64154.75108606664,50424.05553530809,39475.150788150386,5144.700573154541,4137.520189718583,3890.9781668378882,3401.9710073996416,9972.712187184283,8507.239431312015,6401.677851581059,4934.273998176886,3742.753916194995,2929.7079063254464,1950.6149722809685,1543.0327174532028,13715.46610337928,11436.94733763746,8352.292823862028,6477.3067156300895,172620.63543830533,112647.317709486,19131.232462783388,11753.44596232576,76273.7207213621,61688.60959910892,10329.156437338079,6788.365987480396,7603.9206262188645,6764.129424340531,1589.153568162045,1111.578424059818,9626.138215699853,8665.406436611913,1867.9819610522895,1140.089826002534,4238.168754967197,3418.661161069138,364.4839066043422,364.4839066043422,13864.30697066705,12084.06759768105,2232.465867656632,1504.5737326068763,520364.1611984558,328872.62119509623,196919.556467452,148427.8172423603,224681.3554014029,180643.84394471403,111005.88998152479,84974.01625376382,18051.68950964644,15423.69286605476,9412.017469766448,7494.247629646812,28181.177599978593,24627.314903313345,14406.332399771529,10368.852335785425,11984.904628084538,9846.014104484384,5455.9706089899555,4455.732952159715,40166.08222806313,34473.329007797736,19862.303008761482,14824.58528794514
Massachusetts,77008.72212373897,47659.700640322844,44085.95161864181,28590.518505421172,34146.66616542036,27165.343415490162,24676.02200327013,16499.326333535908,5851.885018158006,4106.02666091946,3997.1060969467976,2262.1037714490844,8172.248854611459,6169.594970440743,5711.890249191878,3312.077594750083,1148.8562703217979,1148.8562703217979,716.9600194095808,196.40453515855484,9321.105124933258,7318.451240762542,6428.850268601459,3508.482129908638,87852.19666023078,52154.34940008748,48457.206453418665,33349.5123397073,37828.87717624597,29658.94074607102,27405.421668679897,19606.91672972588,5041.559430020762,3948.4273357889815,3911.563343143238,2898.771839703679,7945.767671877906,6685.094681993761,6031.659145377707,4627.135858659209,1651.9880243686514,1502.820389684681,1502.820389684681,1090.8629269270066,9597.755696246557,8187.915071678441,7534.479535062388,5717.998785586215,191514.4900527602,120636.57971499073,94164.28224917875,60853.153755634994,83100.10619614636,65427.452993529885,50913.64918271409,32459.57045971036,9021.50208044268,7334.325669327717,5626.610992803897,3004.9827196040956,13185.940970947437,10877.446534914028,8568.572277082549,4920.470842356431,4223.360298996924,4114.12243668684,2593.4464220143727,713.6956750231783,17409.30126994436,14991.568971600867,11162.018699096918,5634.166517379609,195901.51136513174,126053.22080112314,18276.91528953873,10971.008860724123,81184.87425201794,67832.93425081728,9893.605593095017,5744.266012554299,6728.852355365974,5673.850564822462,961.8867347715067,429.73445940359755,10825.103687233403,8629.528519617928,1246.5865474334375,714.4342720655283,3250.9047689133754,3026.9333380464523,353.0419725277972,74.32276220509665,14076.008456146777,11656.461857664379,1599.6285199612346,788.757034270625,552276.9202018618,346503.8505565241,204984.35561077794,133764.1934614876,236260.52378983062,190084.67140590836,112888.69844775913,74310.07953552646,26643.798883987423,21062.63023085862,14497.167167665439,8595.592790160457,40129.0611846702,32361.664706966458,21558.708219085573,13574.11856783125,10275.109362600748,9792.732434739772,5166.268803636431,2075.285899313836,50404.17054727095,42154.397141706235,26724.977022722003,15649.404467145088
